code,lat,lon,elv,x,y,z,r,S_P_Error,probabilityOfOccurrence,siteNoiseLevel,eid,Dist,Azim,TTP,TTS
SRB, 37.8250, 47.6630,  0.0020, 80.3820,-46.7790,  0.0020, 93.0030,1.0,1.0,"[0.0, 0.0]",102,  0.8903,134.6599,nan, 29.5407
TABZ, 38.0570, 46.3270,  0.0010,-37.1240,-21.3380,  0.0010, 42.8200,1.0,1.0,"[0.0, 0.0]",102,  0.5800,227.0120,nan, 18.8982
TAHR, 38.4900, 47.0510,  0.0010, 26.2610, 26.6840,  0.0010, 37.4390,1.0,1.0,"[0.0, 0.0]",102,  0.1512, 76.1819,nan,  5.8378
TVRZ, 38.5040, 46.6680,  0.0020, -7.1530, 28.1980,  0.0020, 29.0910,1.0,1.0,"[0.0, 0.0]",102,  0.1619,288.0407,nan,  5.7453
AZR, 37.6780, 45.9840,  0.0020,-67.5740,-63.2120,  0.0020, 92.5310,1.0,1.0,"[0.0, 0.0]",103,  0.9049,212.1883, 16.7766,nan
BRDA, 40.2630, 47.1790,  0.0000, 36.5040,223.5930,  0.0000,226.5300,1.0,1.0,"[0.0, 0.0]",103,  1.8722, 13.9171, 34.7380,nan
BST, 37.7010, 46.8890,  0.0020, 12.2580,-60.9280,  0.0020, 62.1490,1.0,1.0,"[0.0, 0.0]",103,  0.7807,162.3608, 14.6482,nan
GLBA, 39.2420, 48.3930,  0.0000,141.8500,111.3980,  0.0000,180.3520,1.0,1.0,"[0.0, 0.0]",103,  1.6173, 59.9774, 30.4473,nan
GNI, 40.1500, 44.7410,  0.0020,-171.1920,212.7970,  0.0020,273.0690,1.0,1.0,"[0.0, 0.0]",103,  2.2277,320.4329, 39.7985,nan
HRS, 38.3180, 47.0420,  0.0020, 25.5360,  7.5880,  0.0020, 26.6400,1.0,1.0,"[0.0, 0.0]",103,  0.3771,109.6874,  7.6582,nan
HSH, 37.3050, 47.2640,  0.0020, 45.5720,-104.7650,  0.0020,114.2470,1.0,1.0,"[0.0, 0.0]",103,  1.2585,154.7349, 23.4618,nan
LKRN, 38.7100, 48.7790,  0.0000,176.4800, 53.0070,  0.0000,184.2560,1.0,1.0,"[0.0, 0.0]",103,  1.7364, 80.5803, 32.5732,nan
LRK, 38.6430, 48.3400,  0.0020,138.4260, 44.8190,  0.0020,145.5010,1.0,1.0,"[0.0, 0.0]",103,  1.3866, 81.2939, 26.1917,nan
MAKU, 39.3550, 44.6830,  0.0020,-178.1460,124.6630,  0.0020,217.4120,1.0,1.0,"[0.0, 0.0]",103,  1.7449,301.9665, 32.4267,nan
MRD, 38.7130, 45.7020,  0.0020,-91.1510, 51.9150,  0.0020,104.8980,1.0,1.0,"[0.0, 0.0]",103,  0.7466,291.2143, 14.0841,nan
SHB, 38.2830, 45.6190,  0.0020,-98.9550,  4.2680,  0.0020, 99.0470,1.0,1.0,"[0.0, 0.0]",103,  0.7818,258.2780, 14.6271,nan
SRB, 37.8250, 47.6630,  0.0020, 80.3820,-46.7790,  0.0020, 93.0030,1.0,1.0,"[0.0, 0.0]",103,  1.0492,125.9257, 19.8255,nan
TABZ, 38.0570, 46.3270,  0.0010,-37.1240,-21.3380,  0.0010, 42.8200,1.0,1.0,"[0.0, 0.0]",103,  0.4409,208.2362,  8.3017,nan
TAHR, 38.4900, 47.0510,  0.0010, 26.2610, 26.6840,  0.0010, 37.4390,1.0,1.0,"[0.0, 0.0]",103,  0.3640, 82.9201,  7.3669,nan
TBZ, 38.2350, 46.1500,  0.0020,-52.5310, -1.4950,  0.0020, 52.5520,1.0,1.0,"[0.0, 0.0]",103,  0.4061,238.8584,  7.6476,nan
TVRZ, 38.5040, 46.6680,  0.0020, -7.1530, 28.1980,  0.0020, 29.0910,1.0,1.0,"[0.0, 0.0]",103,  0.0838, 46.1992,  2.1844,nan
VANB, 38.5950, 43.3890,  0.0010,-292.7930, 43.6350,  0.0010,295.9740,1.0,1.0,"[0.0, 0.0]",103,  2.5179,274.3862, 43.5143,nan
ZRD, 40.2790, 47.6840,  0.0000, 79.4570,225.6940,  0.0000,239.2440,1.0,1.0,"[0.0, 0.0]",103,  2.0185, 24.4933, 37.0588,nan
AZR, 37.6780, 45.9840,  0.0020,-67.5740,-63.2120,  0.0020, 92.5310,1.0,1.0,"[0.0, 0.0]",103,  0.9049,212.1883,nan, 29.3590
BST, 37.7010, 46.8890,  0.0020, 12.2580,-60.9280,  0.0020, 62.1490,1.0,1.0,"[0.0, 0.0]",103,  0.7807,162.3608,nan, 25.6344
FTB, 38.0170, 46.3940,  0.0020,-31.2610,-25.8030,  0.0020, 40.5350,1.0,1.0,"[0.0, 0.0]",103,  0.4559,199.9722,nan, 15.0735
GNI, 40.1500, 44.7410,  0.0020,-171.1920,212.7970,  0.0020,273.0690,1.0,1.0,"[0.0, 0.0]",103,  2.2277,320.4329,nan, 69.3988
GRMI, 38.8080, 47.8940,  0.0010, 99.3700, 62.5600,  0.0010,117.4230,1.0,1.0,"[0.0, 0.0]",103,  1.0835, 70.0918,nan, 36.1569
HRS, 38.3180, 47.0420,  0.0020, 25.5360,  7.5880,  0.0020, 26.6400,1.0,1.0,"[0.0, 0.0]",103,  0.3771,109.6874,nan, 13.4018
LRK, 38.6430, 48.3400,  0.0020,138.4260, 44.8190,  0.0020,145.5010,1.0,1.0,"[0.0, 0.0]",103,  1.3866, 81.2939,nan, 45.8355
MAKU, 39.3550, 44.6830,  0.0020,-178.1460,124.6630,  0.0020,217.4120,1.0,1.0,"[0.0, 0.0]",103,  1.7449,301.9665,nan, 56.7468
MRD, 38.7130, 45.7020,  0.0020,-91.1510, 51.9150,  0.0020,104.8980,1.0,1.0,"[0.0, 0.0]",103,  0.7466,291.2143,nan, 24.6471
ORD, 38.9280, 45.9940,  0.0010,-65.5580, 75.5340,  0.0010,100.0140,1.0,1.0,"[0.0, 0.0]",103,  0.6713,316.0357,nan, 22.4738
SRB, 37.8250, 47.6630,  0.0020, 80.3820,-46.7790,  0.0020, 93.0030,1.0,1.0,"[0.0, 0.0]",103,  1.0492,125.9257,nan, 34.6945
TBZ, 38.2350, 46.1500,  0.0020,-52.5310, -1.4950,  0.0020, 52.5520,1.0,1.0,"[0.0, 0.0]",103,  0.4061,238.8584,nan, 13.3834
VANB, 38.5950, 43.3890,  0.0010,-292.7930, 43.6350,  0.0010,295.9740,1.0,1.0,"[0.0, 0.0]",103,  2.5179,274.3862,nan, 75.8175
ZNJK, 36.6700, 48.6850,  0.0020,173.0100,-173.5920,  0.0020,245.0550,1.0,1.0,"[0.0, 0.0]",103,  2.4335,136.1703,nan, 74.4142
AZR, 37.6780, 45.9840,  0.0020,-67.5740,-63.2120,  0.0020, 92.5310,1.0,1.0,"[0.0, 0.0]",104,  0.9649,218.2336, 18.1664,nan
BST, 37.7010, 46.8890,  0.0020, 12.2580,-60.9280,  0.0020, 62.1490,1.0,1.0,"[0.0, 0.0]",104,  0.7472,170.6451, 14.4981,nan
GLBA, 39.2420, 48.3930,  0.0000,141.8500,111.3980,  0.0000,180.3520,1.0,1.0,"[0.0, 0.0]",104,  1.5234, 57.6982, 27.4334,nan
GNI, 40.1500, 44.7410,  0.0020,-171.1920,212.7970,  0.0020,273.0690,1.0,1.0,"[0.0, 0.0]",104,  2.3071,318.4514, 38.7470,nan
GRMI, 38.8080, 47.8940,  0.0010, 99.3700, 62.5600,  0.0010,117.4230,1.0,1.0,"[0.0, 0.0]",104,  0.9798, 67.5324, 18.2159,nan
HRS, 38.3180, 47.0420,  0.0020, 25.5360,  7.5880,  0.0020, 26.6400,1.0,1.0,"[0.0, 0.0]",104,  0.2693,116.5769,  6.4713,nan
HSH, 37.3050, 47.2640,  0.0020, 45.5720,-104.7650,  0.0020,114.2470,1.0,1.0,"[0.0, 0.0]",104,  1.2078,159.5790, 22.4055,nan
LKRN, 38.7100, 48.7790,  0.0000,176.4800, 53.0070,  0.0000,184.2560,1.0,1.0,"[0.0, 0.0]",104,  1.6253, 79.7731, 29.2895,nan
MAKU, 39.3550, 44.6830,  0.0020,-178.1460,124.6630,  0.0020,217.4120,1.0,1.0,"[0.0, 0.0]",104,  1.8460,300.3662, 32.4639,nan
MRD, 38.7130, 45.7020,  0.0020,-91.1510, 51.9150,  0.0020,104.8980,1.0,1.0,"[0.0, 0.0]",104,  0.8560,288.9749, 15.9894,nan
NAX, 39.1740, 45.4950,  0.0010,-108.4560,103.3180,  0.0010,149.7910,1.0,1.0,"[0.0, 0.0]",104,  1.2169,307.5108, 22.0687,nan
SAAT, 39.8610, 48.4230,  0.0000,143.1790,180.1770,  0.0000,230.1140,1.0,1.0,"[0.0, 0.0]",104,  1.9344, 42.2002, 33.8111,nan
SBZ, 39.3970, 45.5530,  0.0010,-103.1190,128.0110,  0.0010,164.3790,1.0,1.0,"[0.0, 0.0]",104,  1.3301,316.3996, 24.0007,nan
SHB, 38.2830, 45.6190,  0.0020,-98.9550,  4.2680,  0.0020, 99.0470,1.0,1.0,"[0.0, 0.0]",104,  0.8925,260.2886, 16.7619,nan
SRB, 37.8250, 47.6630,  0.0020, 80.3820,-46.7790,  0.0020, 93.0030,1.0,1.0,"[0.0, 0.0]",104,  0.9548,129.6948, 18.0270,nan
TABZ, 38.0570, 46.3270,  0.0010,-37.1240,-21.3380,  0.0010, 42.8200,1.0,1.0,"[0.0, 0.0]",104,  0.4996,220.3026, 10.1753,nan
TAHR, 38.4900, 47.0510,  0.0010, 26.2610, 26.6840,  0.0010, 37.4390,1.0,1.0,"[0.0, 0.0]",104,  0.2527, 78.2660,  6.0779,nan
TBZ, 38.2350, 46.1500,  0.0020,-52.5310, -1.4950,  0.0020, 52.5520,1.0,1.0,"[0.0, 0.0]",104,  0.5042,246.3371, 10.1199,nan
ZNJK, 36.6700, 48.6850,  0.0020,173.0100,-173.5920,  0.0020,245.0550,1.0,1.0,"[0.0, 0.0]",104,  2.3509,138.1468, 39.9044,nan
AZR, 37.6780, 45.9840,  0.0020,-67.5740,-63.2120,  0.0020, 92.5310,1.0,1.0,"[0.0, 0.0]",104,  0.9649,218.2336,nan, 31.7911
BRDA, 40.2630, 47.1790,  0.0000, 36.5040,223.5930,  0.0000,226.5300,1.0,1.0,"[0.0, 0.0]",104,  1.8549, 10.5386,nan, 56.5771
BST, 37.7010, 46.8890,  0.0020, 12.2580,-60.9280,  0.0020, 62.1490,1.0,1.0,"[0.0, 0.0]",104,  0.7472,170.6451,nan, 25.3717
GLBA, 39.2420, 48.3930,  0.0000,141.8500,111.3980,  0.0000,180.3520,1.0,1.0,"[0.0, 0.0]",104,  1.5234, 57.6982,nan, 48.0084
GNI, 40.1500, 44.7410,  0.0020,-171.1920,212.7970,  0.0020,273.0690,1.0,1.0,"[0.0, 0.0]",104,  2.3071,318.4514,nan, 67.4952
GRMI, 38.8080, 47.8940,  0.0010, 99.3700, 62.5600,  0.0010,117.4230,1.0,1.0,"[0.0, 0.0]",104,  0.9798, 67.5324,nan, 31.8779
HRS, 38.3180, 47.0420,  0.0020, 25.5360,  7.5880,  0.0020, 26.6400,1.0,1.0,"[0.0, 0.0]",104,  0.2693,116.5769,nan, 11.3247
LRK, 38.6430, 48.3400,  0.0020,138.4260, 44.8190,  0.0020,145.5010,1.0,1.0,"[0.0, 0.0]",104,  1.2752, 80.3025,nan, 40.8255
MRD, 38.7130, 45.7020,  0.0020,-91.1510, 51.9150,  0.0020,104.8980,1.0,1.0,"[0.0, 0.0]",104,  0.8560,288.9749,nan, 27.9815
NAX, 39.1740, 45.4950,  0.0010,-108.4560,103.3180,  0.0010,149.7910,1.0,1.0,"[0.0, 0.0]",104,  1.2169,307.5108,nan, 38.6202
ORD, 38.9280, 45.9940,  0.0010,-65.5580, 75.5340,  0.0010,100.0140,1.0,1.0,"[0.0, 0.0]",104,  0.7593,310.2884,nan, 24.9514
SHB, 38.2830, 45.6190,  0.0020,-98.9550,  4.2680,  0.0020, 99.0470,1.0,1.0,"[0.0, 0.0]",104,  0.8925,260.2886,nan, 29.3334
TABZ, 38.0570, 46.3270,  0.0010,-37.1240,-21.3380,  0.0010, 42.8200,1.0,1.0,"[0.0, 0.0]",104,  0.4996,220.3026,nan, 17.8067
ZNJK, 36.6700, 48.6850,  0.0020,173.0100,-173.5920,  0.0020,245.0550,1.0,1.0,"[0.0, 0.0]",104,  2.3509,138.1468,nan, 69.4982
ASTR, 38.5600, 48.7910,  0.0000,177.8930, 36.3800,  0.0000,181.5620,1.0,1.0,"[0.0, 0.0]",105,  1.6320, 84.8959, 30.1541,nan
AZR, 37.6780, 45.9840,  0.0020,-67.5740,-63.2120,  0.0020, 92.5310,1.0,1.0,"[0.0, 0.0]",105,  0.9520,217.8147, 18.1476,nan
BST, 37.7010, 46.8890,  0.0020, 12.2580,-60.9280,  0.0020, 62.1490,1.0,1.0,"[0.0, 0.0]",105,  0.7436,169.5436, 14.6008,nan
GLBA, 39.2420, 48.3930,  0.0000,141.8500,111.3980,  0.0000,180.3520,1.0,1.0,"[0.0, 0.0]",105,  1.5379, 57.7649, 28.4207,nan
GRMI, 38.8080, 47.8940,  0.0010, 99.3700, 62.5600,  0.0010,117.4230,1.0,1.0,"[0.0, 0.0]",105,  0.9944, 67.4969, 19.1018,nan
HRS, 38.3180, 47.0420,  0.0020, 25.5360,  7.5880,  0.0020, 26.6400,1.0,1.0,"[0.0, 0.0]",105,  0.2788,114.2359,  6.1571,nan
LKRN, 38.7100, 48.7790,  0.0000,176.4800, 53.0070,  0.0000,184.2560,1.0,1.0,"[0.0, 0.0]",105,  1.6395, 79.6393, 30.2962,nan
LRK, 38.6430, 48.3400,  0.0020,138.4260, 44.8190,  0.0020,145.5010,1.0,1.0,"[0.0, 0.0]",105,  1.2894, 80.1294, 24.3308,nan
MAKU, 39.3550, 44.6830,  0.0020,-178.1460,124.6630,  0.0020,217.4120,1.0,1.0,"[0.0, 0.0]",105,  1.8376,300.7274, 33.0832,nan
MRD, 38.7130, 45.7020,  0.0020,-91.1510, 51.9150,  0.0020,104.8980,1.0,1.0,"[0.0, 0.0]",105,  0.8454,289.6428, 15.9049,nan
NAX, 39.1740, 45.4950,  0.0010,-108.4560,103.3180,  0.0010,149.7910,1.0,1.0,"[0.0, 0.0]",105,  1.2100,308.1105, 22.3969,nan
SBZ, 39.3970, 45.5530,  0.0010,-103.1190,128.0110,  0.0010,164.3790,1.0,1.0,"[0.0, 0.0]",105,  1.3253,316.9859, 24.3470,nan
SHB, 38.2830, 45.6190,  0.0020,-98.9550,  4.2680,  0.0020, 99.0470,1.0,1.0,"[0.0, 0.0]",105,  0.8783,260.5164, 16.5446,nan
SRB, 37.8250, 47.6630,  0.0020, 80.3820,-46.7790,  0.0020, 93.0030,1.0,1.0,"[0.0, 0.0]",105,  0.9613,128.9008, 18.5963,nan
TAHR, 38.4900, 47.0510,  0.0010, 26.2610, 26.6840,  0.0010, 37.4390,1.0,1.0,"[0.0, 0.0]",105,  0.2670, 77.5791,  5.8665,nan
TBZ, 38.2350, 46.1500,  0.0020,-52.5310, -1.4950,  0.0020, 52.5520,1.0,1.0,"[0.0, 0.0]",105,  0.4896,246.3414,  9.5108,nan
VANB, 38.5950, 43.3890,  0.0010,-292.7930, 43.6350,  0.0010,295.9740,1.0,1.0,"[0.0, 0.0]",105,  2.6192,274.5791, 43.9064,nan
ZNJK, 36.6700, 48.6850,  0.0020,173.0100,-173.5920,  0.0020,245.0550,1.0,1.0,"[0.0, 0.0]",105,  2.3554,137.7970, 40.8538,nan
ZRD, 40.2790, 47.6840,  0.0000, 79.4570,225.6940,  0.0000,239.2440,1.0,1.0,"[0.0, 0.0]",105,  1.9909, 21.7841, 35.3162,nan
BST, 37.7010, 46.8890,  0.0020, 12.2580,-60.9280,  0.0020, 62.1490,1.0,1.0,"[0.0, 0.0]",105,  0.7436,169.5436,nan, 25.5515
GANJ, 40.6460, 46.3220,  0.0010,-36.2180,266.1380,  0.0010,268.5520,1.0,1.0,"[0.0, 0.0]",105,  2.2328,352.2180,nan, 67.2230
GLBA, 39.2420, 48.3930,  0.0000,141.8500,111.3980,  0.0000,180.3520,1.0,1.0,"[0.0, 0.0]",105,  1.5379, 57.7649,nan, 49.7362
GRMI, 38.8080, 47.8940,  0.0010, 99.3700, 62.5600,  0.0010,117.4230,1.0,1.0,"[0.0, 0.0]",105,  0.9944, 67.4969,nan, 33.4282
HRS, 38.3180, 47.0420,  0.0020, 25.5360,  7.5880,  0.0020, 26.6400,1.0,1.0,"[0.0, 0.0]",105,  0.2788,114.2359,nan, 10.7749
LRK, 38.6430, 48.3400,  0.0020,138.4260, 44.8190,  0.0020,145.5010,1.0,1.0,"[0.0, 0.0]",105,  1.2894, 80.1294,nan, 42.5789
SAAT, 39.8610, 48.4230,  0.0000,143.1790,180.1770,  0.0000,230.1140,1.0,1.0,"[0.0, 0.0]",105,  1.9479, 42.3623,nan, 60.9214
SHB, 38.2830, 45.6190,  0.0020,-98.9550,  4.2680,  0.0020, 99.0470,1.0,1.0,"[0.0, 0.0]",105,  0.8783,260.5164,nan, 28.9531
TABZ, 38.0570, 46.3270,  0.0010,-37.1240,-21.3380,  0.0010, 42.8200,1.0,1.0,"[0.0, 0.0]",105,  0.4864,219.5483,nan, 16.8479
TAHR, 38.4900, 47.0510,  0.0010, 26.2610, 26.6840,  0.0010, 37.4390,1.0,1.0,"[0.0, 0.0]",105,  0.2670, 77.5791,nan, 10.2664
TBZ, 38.2350, 46.1500,  0.0020,-52.5310, -1.4950,  0.0020, 52.5520,1.0,1.0,"[0.0, 0.0]",105,  0.4896,246.3414,nan, 16.6439
VANB, 38.5950, 43.3890,  0.0010,-292.7930, 43.6350,  0.0010,295.9740,1.0,1.0,"[0.0, 0.0]",105,  2.6192,274.5791,nan, 76.4453
ZNJK, 36.6700, 48.6850,  0.0020,173.0100,-173.5920,  0.0020,245.0550,1.0,1.0,"[0.0, 0.0]",105,  2.3554,137.7970,nan, 71.1764
ZRD, 40.2790, 47.6840,  0.0000, 79.4570,225.6940,  0.0000,239.2440,1.0,1.0,"[0.0, 0.0]",105,  1.9909, 21.7841,nan, 61.5852
ASTR, 38.5600, 48.7910,  0.0000,177.8930, 36.3800,  0.0000,181.5620,1.0,1.0,"[0.0, 0.0]",106,  1.5396, 83.5455, 27.9067,nan
BRDA, 40.2630, 47.1790,  0.0000, 36.5040,223.5930,  0.0000,226.5300,1.0,1.0,"[0.0, 0.0]",106,  1.8772,  7.9259, 33.6595,nan
BST, 37.7010, 46.8890,  0.0020, 12.2580,-60.9280,  0.0020, 62.1490,1.0,1.0,"[0.0, 0.0]",106,  0.7025,176.8903, 13.5137,nan
FTB, 38.0170, 46.3940,  0.0020,-31.2610,-25.8030,  0.0020, 40.5350,1.0,1.0,"[0.0, 0.0]",106,  0.5224,222.5566, 10.5387,nan
HRS, 38.3180, 47.0420,  0.0020, 25.5360,  7.5880,  0.0020, 26.6400,1.0,1.0,"[0.0, 0.0]",106,  0.1795,118.1772,  4.4240,nan
HSH, 37.3050, 47.2640,  0.0020, 45.5720,-104.7650,  0.0020,114.2470,1.0,1.0,"[0.0, 0.0]",106,  1.1471,162.8841, 21.2707,nan
LKRN, 38.7100, 48.7790,  0.0000,176.4800, 53.0070,  0.0000,184.2560,1.0,1.0,"[0.0, 0.0]",106,  1.5512, 77.9912, 28.1681,nan
LRK, 38.6430, 48.3400,  0.0020,138.4260, 44.8190,  0.0020,145.5010,1.0,1.0,"[0.0, 0.0]",106,  1.2009, 78.0144, 22.1984,nan
MRD, 38.7130, 45.7020,  0.0020,-91.1510, 51.9150,  0.0020,104.8980,1.0,1.0,"[0.0, 0.0]",106,  0.9458,289.4719, 18.2266,nan
NAX, 39.1740, 45.4950,  0.0010,-108.4560,103.3180,  0.0010,149.7910,1.0,1.0,"[0.0, 0.0]",106,  1.3045,306.6197, 24.3370,nan
SAAT, 39.8610, 48.4230,  0.0000,143.1790,180.1770,  0.0000,230.1140,1.0,1.0,"[0.0, 0.0]",106,  1.9075, 39.7037, 34.1661,nan
SBZ, 39.3970, 45.5530,  0.0010,-103.1190,128.0110,  0.0010,164.3790,1.0,1.0,"[0.0, 0.0]",106,  1.4135,315.0458, 26.1728,nan
SHB, 38.2830, 45.6190,  0.0020,-98.9550,  4.2680,  0.0020, 99.0470,1.0,1.0,"[0.0, 0.0]",106,  0.9691,263.2719, 18.5832,nan
SRB, 37.8250, 47.6630,  0.0020, 80.3820,-46.7790,  0.0020, 93.0030,1.0,1.0,"[0.0, 0.0]",106,  0.8687,131.4149, 16.4242,nan
TAHR, 38.4900, 47.0510,  0.0010, 26.2610, 26.6840,  0.0010, 37.4390,1.0,1.0,"[0.0, 0.0]",106,  0.1865, 62.1547,  4.6603,nan
TBZ, 38.2350, 46.1500,  0.0020,-52.5310, -1.4950,  0.0020, 52.5520,1.0,1.0,"[0.0, 0.0]",106,  0.5693,253.0640, 11.5005,nan
TVRZ, 38.5040, 46.6680,  0.0020, -7.1530, 28.1980,  0.0020, 29.0910,1.0,1.0,"[0.0, 0.0]",106,  0.1693,306.6453,  4.6231,nan
ZNJK, 36.6700, 48.6850,  0.0020,173.0100,-173.5920,  0.0020,245.0550,1.0,1.0,"[0.0, 0.0]",106,  2.2694,139.1590, 38.9015,nan
ZRD, 40.2790, 47.6840,  0.0000, 79.4570,225.6940,  0.0000,239.2440,1.0,1.0,"[0.0, 0.0]",106,  1.9856, 18.9693, 35.2045,nan
ASTR, 38.5600, 48.7910,  0.0000,177.8930, 36.3800,  0.0000,181.5620,1.0,1.0,"[0.0, 0.0]",106,  1.5396, 83.5455,nan, 48.8367
AZR, 37.6780, 45.9840,  0.0020,-67.5740,-63.2120,  0.0020, 92.5310,1.0,1.0,"[0.0, 0.0]",106,  0.9917,223.3366,nan, 33.0584
FTB, 38.0170, 46.3940,  0.0020,-31.2610,-25.8030,  0.0020, 40.5350,1.0,1.0,"[0.0, 0.0]",106,  0.5224,222.5566,nan, 18.4428
HRS, 38.3180, 47.0420,  0.0020, 25.5360,  7.5880,  0.0020, 26.6400,1.0,1.0,"[0.0, 0.0]",106,  0.1795,118.1772,nan,  7.7421
HSH, 37.3050, 47.2640,  0.0020, 45.5720,-104.7650,  0.0020,114.2470,1.0,1.0,"[0.0, 0.0]",106,  1.1471,162.8841,nan, 37.2237
LKRN, 38.7100, 48.7790,  0.0000,176.4800, 53.0070,  0.0000,184.2560,1.0,1.0,"[0.0, 0.0]",106,  1.5512, 77.9912,nan, 49.2941
LRK, 38.6430, 48.3400,  0.0020,138.4260, 44.8190,  0.0020,145.5010,1.0,1.0,"[0.0, 0.0]",106,  1.2009, 78.0144,nan, 38.8472
MRD, 38.7130, 45.7020,  0.0020,-91.1510, 51.9150,  0.0020,104.8980,1.0,1.0,"[0.0, 0.0]",106,  0.9458,289.4719,nan, 31.8965
NAX, 39.1740, 45.4950,  0.0010,-108.4560,103.3180,  0.0010,149.7910,1.0,1.0,"[0.0, 0.0]",106,  1.3045,306.6197,nan, 42.5897
SRB, 37.8250, 47.6630,  0.0020, 80.3820,-46.7790,  0.0020, 93.0030,1.0,1.0,"[0.0, 0.0]",106,  0.8687,131.4149,nan, 28.7423
TAHR, 38.4900, 47.0510,  0.0010, 26.2610, 26.6840,  0.0010, 37.4390,1.0,1.0,"[0.0, 0.0]",106,  0.1865, 62.1547,nan,  8.1554
VANB, 38.5950, 43.3890,  0.0010,-292.7930, 43.6350,  0.0010,295.9740,1.0,1.0,"[0.0, 0.0]",106,  2.7173,275.1219,nan, 78.7657
ZNJK, 36.6700, 48.6850,  0.0020,173.0100,-173.5920,  0.0020,245.0550,1.0,1.0,"[0.0, 0.0]",106,  2.2694,139.1590,nan, 67.7924
ZRD, 40.2790, 47.6840,  0.0000, 79.4570,225.6940,  0.0000,239.2440,1.0,1.0,"[0.0, 0.0]",106,  1.9856, 18.9693,nan, 61.3878
ASTR, 38.5600, 48.7910,  0.0000,177.8930, 36.3800,  0.0000,181.5620,1.0,1.0,"[0.0, 0.0]",107,  1.6456, 85.1364, 30.4712,nan
AZR, 37.6780, 45.9840,  0.0020,-67.5740,-63.2120,  0.0020, 92.5310,1.0,1.0,"[0.0, 0.0]",107,  0.9482,216.9061, 18.1412,nan
BRDA, 40.2630, 47.1790,  0.0000, 36.5040,223.5930,  0.0000,226.5300,1.0,1.0,"[0.0, 0.0]",107,  1.8601, 11.3495, 34.0549,nan
BST, 37.7010, 46.8890,  0.0020, 12.2580,-60.9280,  0.0020, 62.1490,1.0,1.0,"[0.0, 0.0]",107,  0.7522,168.5557, 14.5037,nan
GLBA, 39.2420, 48.3930,  0.0000,141.8500,111.3980,  0.0000,180.3520,1.0,1.0,"[0.0, 0.0]",107,  1.5467, 58.2210, 28.5090,nan
GNI, 40.1500, 44.7410,  0.0020,-171.1920,212.7970,  0.0020,273.0690,1.0,1.0,"[0.0, 0.0]",107,  2.2890,318.9445, 40.5084,nan
GRMI, 38.8080, 47.8940,  0.0010, 99.3700, 62.5600,  0.0010,117.4230,1.0,1.0,"[0.0, 0.0]",107,  1.0052, 68.1101, 18.6257,nan
HRS, 38.3180, 47.0420,  0.0020, 25.5360,  7.5880,  0.0020, 26.6400,1.0,1.0,"[0.0, 0.0]",107,  0.2942,114.1588,  5.8126,nan
LKRN, 38.7100, 48.7790,  0.0000,176.4800, 53.0070,  0.0000,184.2560,1.0,1.0,"[0.0, 0.0]",107,  1.6523, 79.9208, 30.5724,nan
MRD, 38.7130, 45.7020,  0.0020,-91.1510, 51.9150,  0.0020,104.8980,1.0,1.0,"[0.0, 0.0]",107,  0.8301,289.5701, 15.8785,nan
NAX, 39.1740, 45.4950,  0.0010,-108.4560,103.3180,  0.0010,149.7910,1.0,1.0,"[0.0, 0.0]",107,  1.1952,308.2916, 22.3763,nan
ORD, 38.9280, 45.9940,  0.0010,-65.5580, 75.5340,  0.0010,100.0140,1.0,1.0,"[0.0, 0.0]",107,  0.7385,311.6463, 13.9731,nan
SBZ, 39.3970, 45.5530,  0.0010,-103.1190,128.0110,  0.0010,164.3790,1.0,1.0,"[0.0, 0.0]",107,  1.3113,317.2478, 24.4323,nan
SHB, 38.2830, 45.6190,  0.0020,-98.9550,  4.2680,  0.0020, 99.0470,1.0,1.0,"[0.0, 0.0]",107,  0.8654,259.9594, 16.7157,nan
SRB, 37.8250, 47.6630,  0.0020, 80.3820,-46.7790,  0.0020, 93.0030,1.0,1.0,"[0.0, 0.0]",107,  0.9761,128.6421, 18.3643,nan
TABZ, 38.0570, 46.3270,  0.0010,-37.1240,-21.3380,  0.0010, 42.8200,1.0,1.0,"[0.0, 0.0]",107,  0.4822,217.7872,  9.6147,nan
TBZ, 38.2350, 46.1500,  0.0020,-52.5310, -1.4950,  0.0020, 52.5520,1.0,1.0,"[0.0, 0.0]",107,  0.4792,244.9945,  9.6300,nan
TVRZ, 38.5040, 46.6680,  0.0020, -7.1530, 28.1980,  0.0020, 29.0910,1.0,1.0,"[0.0, 0.0]",107,  0.0699,338.2522,  1.5758,nan
ZNJK, 36.6700, 48.6850,  0.0020,173.0100,-173.5920,  0.0020,245.0550,1.0,1.0,"[0.0, 0.0]",107,  2.3694,137.6299, 41.8343,nan
AZR, 37.6780, 45.9840,  0.0020,-67.5740,-63.2120,  0.0020, 92.5310,1.0,1.0,"[0.0, 0.0]",107,  0.9482,216.9061,nan, 31.7471
BST, 37.7010, 46.8890,  0.0020, 12.2580,-60.9280,  0.0020, 62.1490,1.0,1.0,"[0.0, 0.0]",107,  0.7522,168.5557,nan, 25.3816
FTB, 38.0170, 46.3940,  0.0020,-31.2610,-25.8030,  0.0020, 40.5350,1.0,1.0,"[0.0, 0.0]",107,  0.4862,209.9448,nan, 16.9218
